,0,1,2,3,4
79,0,0,2015-12-30,1.473914224155614,1
80,0,0,2015-12-30,1.2518375138297746,1
81,0,0,2015-12-31,1.2826551944354658,1
82,0,0,2015-12-31,1.34670200253578,1
83,0,0,2016-01-01,1.282117366052372,1
84,0,0,2016-01-01,1.2713198805547683,1
85,0,0,2016-01-02,1.5649586862608893,1
86,0,0,2016-01-02,1.3340699408023922,1
87,0,0,2016-01-03,1.532183076835746,1
88,0,0,2016-01-03,1.4148185228587995,1
89,0,0,2016-01-04,1.4769014950558332,1
90,0,0,2016-01-04,1.2264747522516246,1
91,0,0,2016-01-05,1.3190592827982115,1
92,0,0,2016-01-05,1.237794831174158,1
93,0,0,2016-01-06,1.1386647530965075,1
94,0,0,2016-01-06,1.3726512464331948,1
95,0,0,2016-01-07,1.2212070175016516,1
96,0,0,2016-01-07,1.3324654071811242,1
97,0,0,2016-01-08,1.4211949217689976,1
98,0,0,2016-01-08,0.7599790485909453,1
99,0,0,2016-01-09,0.5061070866559984,1
100,0,0,2016-01-09,0.1946570825849592,1
101,0,0,2016-01-10,0.945397194147892,1
102,0,0,2016-01-10,0.5784349393096133,1
103,0,0,2016-01-11,0.7994042672859278,1
104,0,0,2016-01-11,0.6158084113207422,1
105,0,0,2016-01-12,0.7826833438799842,1
106,0,0,2016-01-12,0.1238387118784951,1
107,0,0,2016-01-13,0.2644921837059762,1
108,0,0,2016-01-15,0.6464726507027991,1
109,0,0,2016-01-15,0.7668313746611318,1
110,0,0,2016-01-16,0.843882693739649,1
111,0,0,2016-01-16,0.6760705778532642,1
112,0,0,2016-01-17,0.8406354672061747,1
113,0,0,2016-01-17,0.7718756085587458,1
114,0,0,2016-01-18,1.1405862834033846,1
115,0,0,2016-01-18,0.9518107234934722,1
116,0,0,2016-01-19,1.1520037795468634,1
117,0,0,2016-01-19,0.8996930085774133,1
118,0,0,2016-01-20,1.268968091339031,1
119,0,0,2016-01-20,0.195188097213051,1
120,0,0,2016-01-21,0.8606160910328366,1
121,0,0,2016-01-21,0.6886296946658598,1
122,0,0,2016-01-22,0.5602006074847936,1
123,0,0,2016-01-22,0.2116963647860495,1
124,0,0,2016-01-23,0.7093644477531836,1
125,0,0,2016-01-23,0.6198877926562526,1
126,0,0,2016-01-24,0.867954077495477,1
127,0,0,2016-01-24,0.9414389643659162,1
128,0,0,2016-01-25,1.079128693526377,1
129,0,0,2016-01-25,0.8217691083491947,1
130,0,0,2016-01-26,1.0162683627869655,1
131,0,0,2016-01-26,0.4438627445452322,1
132,0,0,2016-01-27,0.725624514735167,1
133,0,0,2016-01-27,0.4844921640452441,1
134,0,0,2016-01-28,0.3158891553098091,1
135,0,0,2016-01-28,0.2198582517982252,1
136,0,0,2016-01-29,0.5733222907373562,1
137,0,0,2016-01-29,0.5840824303869352,1
138,0,0,2016-01-30,0.5727325422864123,1
139,0,0,2016-01-30,0.5282819744528334,1
140,0,0,2016-01-31,0.5060265483800672,1
141,0,0,2016-01-31,0.414471616797211,1
142,0,0,2016-02-01,0.5056766601372541,1
143,0,0,2016-02-01,0.3012543692833821,1
144,0,0,2016-02-02,0.4937048055531091,1
145,0,0,2016-02-02,0.494780348133734,1
146,0,0,2016-02-03,0.5263785668310281,1
147,0,0,2016-02-03,0.221263553738333,1
148,0,0,2016-02-04,0.1537400311627551,1
149,0,0,2016-02-04,0.167651025735475,1
150,0,0,2016-02-05,0.156403213563267,1
151,0,0,2016-02-05,0.28726084888308,1
152,0,0,2016-02-06,0.391779128624651,1
153,0,0,2016-02-06,0.3537376556214381,1
154,0,0,2016-02-07,0.7330168001398828,1
155,0,0,2016-02-07,0.725791896813891,1
156,0,0,2016-02-08,0.7311052244697127,1
157,0,0,2016-02-08,0.4330519627388556,1
158,0,0,2016-02-09,0.3861547798610337,1
159,0,0,2016-02-09,0.3622689459515179,1
160,0,0,2016-02-10,0.3663008512128961,1
161,0,0,2016-02-10,0.318789415746495,1
162,0,0,2016-02-11,0.3840217808765571,1
163,0,0,2016-02-11,0.2063207149647651,1
164,0,0,2016-02-12,0.2150545426906581,1
165,0,0,2016-02-12,0.214418508439797,1
166,1,0,2016-02-15,4.9745322000000005,1
167,1,0,2016-02-18,4.9585239,1
168,1,0,2016-02-22,4.953118500000416,1
169,1,0,2016-02-25,3.7125,1
170,1,0,2016-02-27,4.968711000000001,1
171,1,0,2016-02-29,5.114666700000209,1
172,1,0,2016-03-03,4.9529106,1
173,1,0,2016-03-07,5.00189,1
174,1,0,2016-03-10,4.950415800000208,1
175,1,0,2016-03-13,4.953118500000208,1
176,1,0,2016-03-16,4.950436590000001,1
177,1,0,2016-03-19,4.965629328,1
178,1,0,2016-03-22,4.977061551000001,1
179,1,0,2016-03-25,4.970511612,1
180,1,0,2016-03-28,4.951247400000001,1
181,1,0,2016-04-01,4.9504173840000005,1
182,1,0,2016-04-05,4.952702700000001,1
183,1,0,2016-04-09,5.108028908400001,1
184,1,0,2016-04-13,5.1080139,1
185,1,0,2016-04-18,4.9504158,1
186,1,0,2016-04-25,5.04381636,1
187,1,0,2016-05-01,4.954781700000001,1
188,1,0,2016-05-09,4.9516632000000005,1
189,1,0,2016-05-16,4.990600850400001,1
190,1,0,2016-05-29,4.9542294384000005,1
191,1,0,2016-06-06,5.0271836594463,1
192,1,0,2016-06-14,4.95211662,1
193,1,0,2016-06-21,5.106371490000001,1
194,1,0,2016-06-30,4.95353128545,1
195,1,0,2016-07-11,4.954169088,1
196,1,0,2016-07-27,4.9584808746,1
197,1,0,2016-09-01,4.9643851752,1
198,1,0,2016-09-08,4.956690608265635,1
199,1,0,2016-09-14,4.331250000000001,1
200,1,0,2016-09-14,4.956719367600001,1
201,1,0,2016-09-20,4.953326400000001,1
202,1,0,2016-09-28,4.95293337,1
203,1,0,2016-10-07,4.95,1
204,1,0,2016-10-14,3.09375,1
205,1,0,2016-10-14,4.960373573508496,1
206,1,0,2016-10-22,4.950491698934019,1
207,1,0,2016-11-02,3.7125,1
208,1,0,2016-11-02,4.9525126596,1
209,1,0,2016-11-17,4.95,1
210,2,0,2016-11-20,1.0001674412348542,1
211,1,0,2016-11-25,5.139589287769811,1
212,1,0,2016-12-02,4.97434479399,1
213,1,0,2016-12-08,4.958329761,1
214,1,0,2016-12-15,4.959574349400001,1
215,1,0,2016-12-20,4.9518726840000005,1
216,1,0,2016-12-26,5.1067235736,1
217,1,0,2016-12-30,4.951366606890001,1
218,1,0,2017-01-04,4.952011165350865,1
219,1,0,2017-01-11,4.9589118216,1
220,1,0,2017-01-17,4.95570261978,1
221,1,0,2017-01-23,4.9582606788,1
222,1,0,2017-01-29,4.958621666868068,1
223,1,0,2017-02-05,4.9504158,1
224,1,0,2017-02-12,4.951247400000001,1
225,1,0,2017-02-21,4.974978697659386,1
226,1,0,2017-03-04,4.955661438750001,1
227,1,0,2017-03-17,4.9627048185,1
228,3,1,2017-03-21,0.476,1
229,4,2,2017-03-29,0.6000000000000001,1
230,5,3,2017-03-30,2.45,1
231,1,0,2017-03-31,5.039890397359646,1
232,6,1,2017-04-02,9.6573,1
233,7,2,2017-04-09,4.04515458,1
234,8,4,2017-04-10,59.00000000000001,1
235,1,0,2017-04-11,4.950831600000001,1
236,9,1,2017-04-17,4.113590000000001,1
237,10,5,2017-04-23,2.0,1
238,1,0,2017-04-25,4.953947229,1
239,1,0,2017-05-13,5.1424199244,1
240,11,4,2017-05-15,0.23,1
241,12,6,2017-05-17,0.00981256,1
242,13,6,2017-05-17,1.1928772200000002,1
243,6,7,2017-05-19,3.6824,1
244,14,5,2017-05-21,19.999,1
245,14,5,2017-05-21,39.999,1
246,10,5,2017-05-21,284.45712069,1
247,15,5,2017-05-21,14.49,1
248,14,5,2017-05-22,16.999000000000002,1
249,15,5,2017-05-22,11.49,1
250,14,5,2017-05-24,15.999,1
251,15,5,2017-05-25,9.99,1
252,14,5,2017-05-25,14.999,1
253,10,5,2017-05-25,78.45,1
254,10,5,2017-05-25,134.20000000000002,1
255,15,5,2017-05-26,10.49,1
256,14,5,2017-05-26,15.999,1
257,16,8,2017-05-28,19.99,1
258,15,5,2017-05-30,9.49,1
259,14,5,2017-05-30,14.499,1
260,14,5,2017-05-31,13.099,1
261,14,5,2017-05-31,153.239,1
262,15,5,2017-06-02,101.99,1
263,15,5,2017-06-03,8.99,1
264,15,5,2017-06-03,99.99,1
265,15,5,2017-06-05,8.49,1
266,15,5,2017-06-05,8.89,1
267,17,7,2017-06-12,1.0,1
268,10,5,2017-06-12,5.257079,1
269,15,6,2017-06-12,4.995,1
270,18,9,2017-06-13,1.036,1
271,18,9,2017-06-13,1.0750000000000002,1
272,1,0,2017-06-16,4.95332040091151,1
273,19,10,2017-06-18,5.362478810000001,1
274,20,11,2017-06-20,2.6810084,1
275,21,6,2017-06-22,2.0,1
276,21,6,2017-06-22,2.0,1
277,20,12,2017-06-23,1.3401529600000002,1
278,22,9,2017-06-25,0.05063094,1
279,23,13,2017-06-26,0.03,1
280,23,13,2017-06-26,8.0,1
281,23,13,2017-06-26,7.093000000000001,1
282,22,9,2017-06-29,0.06320432,1
283,15,6,2017-06-30,1.995,1
284,24,10,2017-07-01,0.6965599,1
285,24,10,2017-07-01,0.6654423300000001,1
286,22,9,2017-07-01,0.07954361,1
287,20,14,2017-07-04,2.6992469100000003,1
288,22,9,2017-07-05,0.0643631,1
289,25,15,2017-07-05,0.29,1
290,22,9,2017-07-06,0.0602711,1
291,26,16,2017-07-06,0.02911641,1
292,27,17,2017-07-06,0.009,1
293,28,2,2017-07-08,0.498698,1
294,29,2,2017-07-08,1.00199404,1
295,30,2,2017-07-08,0.999118,1
296,31,2,2017-07-08,1.9869443,1
297,32,2,2017-07-08,0.999118,1
298,33,2,2017-07-08,1.998257,1
299,34,2,2017-07-08,1.374587,1
300,35,2,2017-07-08,1.997795,1
301,36,2,2017-07-08,1.998677,1
302,22,9,2017-07-08,0.05979271,1
303,37,18,2017-07-11,1.05,1
304,38,18,2017-07-12,1.0,1
305,22,9,2017-07-12,0.05185015,1
306,0,19,2017-07-15,0.2014473451736869,1
307,22,9,2017-07-19,0.06133654,1
308,39,1,2017-07-20,0.14086178,1
309,40,16,2017-07-23,1.0,1
310,0,19,2017-07-23,0.2002047563905223,1
311,41,20,2017-07-26,0.1,1
312,42,20,2017-07-26,19.999559,1
313,43,20,2017-07-26,9.969559,1
314,44,20,2017-07-26,19.489559,1
315,45,20,2017-07-26,0.2575986599999856,1
316,46,20,2017-07-26,14.999559,1
317,47,20,2017-07-26,20.47586834,1
318,41,20,2017-07-26,114.89779500000002,1
319,48,9,2017-07-28,0.05598131,1
320,0,19,2017-07-30,0.2009416768898073,1
321,48,9,2017-07-31,0.07798334,1
322,49,21,2017-08-01,0.999559,1
323,50,21,2017-08-01,1.0,1
324,50,21,2017-08-01,16.826,1
325,0,19,2017-08-08,0.200870564005566,1
326,48,9,2017-08-08,0.07774376,1
327,48,9,2017-08-14,0.05508369,1
328,51,22,2017-08-14,9.718,1
329,0,19,2017-08-17,0.2002219403550972,1
330,19,10,2017-08-19,0.03666899,1
331,52,23,2017-08-22,0.03,1
332,14,24,2017-08-24,3.2950000000000004,1
333,0,19,2017-08-27,0.200393621349426,1
334,48,9,2017-08-28,0.05459441,1
335,15,25,2017-08-28,9.995,1
336,15,25,2017-08-28,51.89252804,1
337,15,13,2017-09-01,4.995,1
338,15,13,2017-09-03,5.095000000000001,1
339,14,24,2017-09-03,2.995,1
340,53,26,2017-09-04,0.09,1
341,48,9,2017-09-04,0.05453158,1
342,54,27,2017-09-05,1e-18,1
343,55,28,2017-09-05,43.3083261,1
344,15,13,2017-09-07,5.944000000000001,1
345,0,19,2017-09-07,0.200452774962493,1
346,56,29,2017-09-09,0.12132476,1
347,57,30,2017-09-10,0.01,1
348,57,30,2017-09-10,2.59239018,1
349,58,30,2017-09-10,0.279570011,1
350,9,9,2017-09-11,0.13970153,1
351,11,20,2017-09-15,20.495,1
352,11,20,2017-09-16,18.995,1
353,11,20,2017-09-17,9.495,1
354,0,19,2017-09-19,0.200476669689722,1
355,48,9,2017-09-21,0.05109745,1
356,15,31,2017-09-23,3.37131396,1
357,0,32,2017-09-28,0.0500670035724602,1
358,14,33,2017-09-30,0.095,1
359,48,9,2017-09-30,0.05399251,1
360,59,34,2017-10-01,1.0,1
361,0,19,2017-10-04,0.200064164136921,1
362,60,35,2017-10-06,0.00076994,1
363,14,36,2017-10-07,9.995,1
364,61,37,2017-10-09,0.012,1
365,62,38,2017-10-10,29.999233858,1
366,48,9,2017-10-10,0.05198334,1
367,0,32,2017-10-11,0.0501916203136263,1
368,63,39,2017-10-13,0.002,1
369,64,40,2017-10-14,0.51768782,1
370,65,36,2017-10-14,20.0,1
371,1,0,2017-10-17,3.079282475438597,1
372,0,19,2017-10-19,0.201009751605538,1
373,48,9,2017-10-21,0.0510992,1
374,66,36,2017-10-22,5.0,1
375,14,38,2017-10-22,0.095,1
376,0,32,2017-10-24,0.0501860245307147,1
377,2,29,2017-10-25,1.0001325085539057,1
378,19,41,2017-10-26,0.16784286,1
379,0,19,2017-10-29,0.200854112498236,1
380,14,36,2017-10-31,9.998,1
381,67,42,2017-10-31,1.0,1
382,68,43,2017-10-31,0.1486238972910799,1
383,69,44,2017-10-31,28.000000000000004,1
384,48,9,2017-11-01,0.05375664,1
385,70,30,2017-11-02,0.199,1
386,71,45,2017-11-03,10.474,1
387,71,45,2017-11-03,24.049000000000003,1
388,72,45,2017-11-03,76.399,1
389,68,43,2017-11-03,0.1010690853584009,1
390,73,46,2017-11-04,6.0933444259567e-05,1
391,74,44,2017-11-04,8.0,1
392,14,44,2017-11-04,26.008000000000003,1
393,71,45,2017-11-05,50.00000000000001,1
394,72,45,2017-11-05,100.0,1
395,0,32,2017-11-05,0.05022539738519,1
396,0,19,2017-11-07,0.200707277400811,1
397,75,47,2017-11-08,0.50293378,1
398,75,47,2017-11-08,0.03348625,1
399,27,48,2017-11-09,1.0,1
400,48,9,2017-11-09,0.05019296,1
401,75,47,2017-11-10,0.3159957024584466,1
402,63,49,2017-11-11,0.003,1
403,76,44,2017-11-11,9.25260594,1
404,77,50,2017-11-12,11.976047,1
405,70,50,2017-11-12,15.69209748,1
406,70,50,2017-11-12,14.31747144,1
407,70,50,2017-11-12,1.88358516,1
408,70,50,2017-11-12,22.04694144,1
409,78,51,2017-11-15,2.9498100000000003,1
410,77,50,2017-11-15,17.996000000000002,1
411,79,51,2017-11-15,0.14636682,1
412,80,36,2017-11-15,3.1500000000000004,1
413,0,19,2017-11-15,0.200119813510203,1
414,81,4,2017-11-17,0.16703,1
415,19,41,2017-11-18,0.30201181,1
416,82,51,2017-11-18,0.05481976,1
417,48,9,2017-11-18,0.05565309,1
418,83,36,2017-11-19,10.0,1
419,84,36,2017-11-19,10.0,1
420,0,32,2017-11-20,0.050055024154004,1
421,14,30,2017-11-21,4.912559450000001,1
422,24,42,2017-11-21,0.40412958,1
423,85,33,2017-11-24,8.100000000000001,1
424,86,33,2017-11-24,4.430000000000001,1
425,87,36,2017-11-24,6.430000000000001,1
426,2,29,2017-11-25,1.000057411855352,1
427,88,36,2017-11-26,5.0,1
428,88,36,2017-11-26,5.0,1
429,89,51,2017-11-26,0.05685064,1
430,48,9,2017-11-27,0.0557076,1
431,90,5,2017-11-27,0.30277,1
432,91,5,2017-11-27,0.06,1
433,92,51,2017-11-27,0.16052897,1
434,93,36,2017-11-28,9.92,1
435,94,45,2017-11-30,5.0,1
436,63,52,2017-11-30,0.003,1
437,77,30,2017-11-30,14.896,1
438,95,53,2017-11-30,0.7912414000000001,1
439,96,30,2017-11-30,2.62,1
440,2,29,2017-12-01,0.1741451912991624,1
441,0,32,2017-12-01,0.0500716683697851,1
442,67,42,2017-12-02,0.21183932,1
443,97,51,2017-12-02,0.17583618,1
444,98,51,2017-12-02,0.01271268,1
445,2,0,2017-12-03,0.0125143932599097,1
446,11,54,2017-12-03,1.995,1
447,99,51,2017-12-04,0.07748351,1
448,100,51,2017-12-04,0.04669,1
449,63,39,2017-12-04,0.003,1
450,11,54,2017-12-04,5.995,1
451,0,19,2017-12-06,0.200715953971928,1
452,101,36,2017-12-08,30.000000000000004,1
453,102,2,2017-12-08,2.6040300000000003,1
454,11,37,2017-12-08,5.875,1
455,63,36,2017-12-08,0.007,1
456,103,55,2017-12-08,86.19000000000001,1
457,63,39,2017-12-08,0.007,1
458,104,55,2017-12-08,42.98500000000001,1
459,105,55,2017-12-08,43.035700000000006,1
460,63,33,2017-12-09,0.007,1
461,63,39,2017-12-09,0.007,1
462,63,56,2017-12-09,0.007,1
463,63,57,2017-12-09,0.007,1
464,106,58,2017-12-09,0.224,1
465,107,45,2017-12-09,107.30593447,1
466,63,59,2017-12-09,0.007,1
467,108,60,2017-12-10,20.0,1
468,108,60,2017-12-10,20.0,1
469,108,61,2017-12-10,20.0,1
470,108,61,2017-12-10,20.0,1
471,108,61,2017-12-10,46.0,1
472,108,62,2017-12-10,46.199665361,1
473,0,32,2017-12-10,0.0502785705305189,1
474,63,59,2017-12-10,0.007,1
475,107,17,2017-12-10,0.009963,1
476,11,37,2017-12-10,6.175000000000001,1
477,109,63,2017-12-10,0.13695821,1
478,15,37,2017-12-10,0.062,1
479,11,37,2017-12-10,4.5,1
480,48,9,2017-12-10,0.05298945,1
481,11,37,2017-12-11,2.45,1
482,2,29,2017-12-11,0.3033210834831893,1
483,110,23,2017-12-12,0.36436633,1
484,14,64,2017-12-12,0.02771444,1
485,14,64,2017-12-12,0.12776519,1
486,111,65,2017-12-12,0.04739,1
487,112,66,2017-12-12,0.9881,1
488,113,51,2017-12-12,0.78530526,1
489,114,63,2017-12-13,0.11242925,1
490,115,31,2017-12-13,0.99061,1
491,116,36,2017-12-14,2.0857968,1
492,48,9,2017-12-14,0.05282303,1
493,117,6,2017-12-15,5.0,1
494,118,63,2017-12-15,0.08073771,1
495,119,65,2017-12-15,0.13736,1
496,0,32,2017-12-15,0.0504329449348711,1
497,120,67,2017-12-16,0.6427401300000001,1
498,107,23,2017-12-17,4.36948033,1
499,121,36,2017-12-17,14.2,1
500,9,68,2017-12-17,0.794,1
501,14,47,2017-12-18,0.58339078,1
502,2,29,2017-12-18,0.275370683523901,1
503,122,36,2017-12-18,7.2498,1
504,123,67,2017-12-18,0.00137099,1
505,123,67,2017-12-18,0.9,1
506,1,0,2017-12-18,2.2275,1
507,124,39,2017-12-19,5.5,1
508,107,48,2017-12-19,4.99,1
509,14,68,2017-12-19,0.61756522,1
510,125,23,2017-12-19,0.03,1
511,126,69,2017-12-19,1.25898953,1
512,127,21,2017-12-20,5.09915825,1
513,128,53,2017-12-20,0.212777,1
514,129,70,2017-12-20,1.816,1
515,129,70,2017-12-20,0.7130000000000001,1
516,70,50,2017-12-21,11.999,1
517,130,71,2017-12-21,0.6000000000000001,1
518,9,68,2017-12-21,0.19,1
519,131,72,2017-12-21,7.57741,1
520,63,49,2017-12-22,0.006,1
521,130,71,2017-12-22,1.44946442289574,1
522,0,32,2017-12-22,0.0505211087066744,1
523,130,71,2017-12-22,1.0097950116126428,1
524,25,73,2017-12-22,0.05397,1
525,14,74,2017-12-22,1.2407326900000002,1
526,63,52,2017-12-23,0.006,1
527,132,72,2017-12-23,1.99475,1
528,14,75,2017-12-23,1.4502809,1
529,133,47,2017-12-24,1.4804251000000002,1
530,134,68,2017-12-25,0.5,1
531,107,48,2017-12-25,1.39440665,1
532,63,23,2017-12-25,0.006,1
533,107,23,2017-12-25,14.125100000000002,1
534,2,29,2017-12-25,0.3734026497515887,1
535,14,76,2017-12-25,0.398,1
536,14,53,2017-12-26,0.798,1
537,14,23,2017-12-26,4.398000000000001,1
538,14,23,2017-12-26,2.0001164200000003,1
539,107,48,2017-12-26,9.97,1
540,135,51,2017-12-26,0.12920027,1
541,136,45,2017-12-27,3.0,1
542,137,77,2017-12-27,0.003,1
543,137,77,2017-12-27,0.001,1
544,63,36,2017-12-27,0.006,1
545,138,47,2017-12-27,0.6100000000000001,1
546,138,47,2017-12-27,1.255,1
547,139,23,2017-12-27,3.1,1
548,140,68,2017-12-27,0.90853165,1
549,141,65,2017-12-27,0.01307,1
550,142,55,2017-12-28,0.01,1
551,142,55,2017-12-28,0.01,1
552,11,78,2017-12-28,0.55866,1
553,143,51,2017-12-28,0.14,1
554,117,6,2017-12-28,2.0,1
555,144,79,2017-12-28,50.00000000000001,1
556,0,32,2017-12-28,0.050370229978311,1
557,139,23,2017-12-28,1.31,1
558,21,6,2017-12-29,7.000000000000001,1
559,145,72,2017-12-29,3.0,1
560,146,65,2017-12-29,0.07574418,1
561,48,9,2017-12-29,0.07512351,1
562,144,80,2017-12-29,25.000000000000004,1
563,1,0,2017-12-30,3.149955975836001,1
564,147,63,2017-12-30,0.26409254,1
565,148,81,2017-12-31,2.9494644582008025,1
566,139,23,2017-12-31,9.97,1
567,149,68,2017-12-31,6.2,1
568,150,82,2017-12-31,1.19206838,1
569,139,23,2017-12-31,2.0,1
570,139,23,2018-01-01,16.32,1
571,129,70,2018-01-01,0.06037352,1
572,151,70,2018-01-01,0.04457576,1
573,63,83,2018-01-01,0.006,1
574,2,29,2018-01-01,0.3401610941244024,1
575,139,23,2018-01-01,2.1500000000000004,1
576,152,84,2018-01-01,0.3363812,1
577,144,85,2018-01-02,100.0,1
578,153,63,2018-01-03,0.06790882,1
579,154,30,2018-01-03,0.036,1
580,107,86,2018-01-03,8.01,1
581,70,50,2018-01-04,0.727477,1
582,63,23,2018-01-04,0.006,1
583,139,23,2018-01-04,7.000000000000001,1
584,144,87,2018-01-04,25.000000000000004,1
585,155,2,2018-01-04,0.04987053,1
586,0,19,2018-01-04,0.201523152243652,1
587,15,5,2018-01-04,23.1898909,1
588,156,88,2018-01-04,0.33990831,1
589,14,5,2018-01-04,11.397,1
590,139,23,2018-01-05,1.1,1
591,157,5,2018-01-05,51.00000000000001,1
592,158,5,2018-01-05,50.001722,1
593,0,32,2018-01-05,0.0519607154652698,1
594,144,89,2018-01-05,77.0,1
595,14,57,2018-01-05,0.047,1
596,14,57,2018-01-05,0.447,1
597,159,65,2018-01-05,0.01993,1
598,160,16,2018-01-05,0.18512,1
599,161,90,2018-01-05,0.8414900000000001,1
600,161,90,2018-01-05,0.02442,1
601,162,91,2018-01-06,0.5914826498422713,1
602,163,65,2018-01-06,0.0391,1
603,15,44,2018-01-06,0.22453203,1
604,130,71,2018-01-07,0.792652114894924,1
605,117,6,2018-01-07,1.1000000200000002,1
606,164,92,2018-01-07,1.1211966400000002,1
607,63,52,2018-01-07,0.006,1
608,11,48,2018-01-07,3.995,1
609,165,57,2018-01-08,2.0,1
610,166,90,2018-01-08,0.5,1
611,2,29,2018-01-08,0.3546155007770556,1
612,14,90,2018-01-08,0.044,1
613,167,63,2018-01-08,0.037054,1
614,14,90,2018-01-08,0.094,1
615,162,91,2018-01-09,0.4680572221229374,1
616,168,30,2018-01-09,27.47313993,1
617,162,91,2018-01-09,0.4130149263594387,1
618,63,52,2018-01-09,0.006,1
619,169,67,2018-01-09,0.75,1
620,144,89,2018-01-09,90.0,1
621,170,6,2018-01-09,1.962652951671652,1
622,139,23,2018-01-10,7.23,1
623,168,44,2018-01-10,48.916,1
624,171,51,2018-01-10,0.01560339,1
625,172,37,2018-01-10,10.84155608,1
626,173,28,2018-01-11,100.0,1
627,15,23,2018-01-11,0.49159693,1
628,174,37,2018-01-11,11.139039790000002,1
629,144,93,2018-01-11,48.916,1
630,148,81,2018-01-11,2.8800000000000003,1
631,168,37,2018-01-12,11.502975500000002,1
632,175,77,2018-01-12,0.01,1
633,59,34,2018-01-12,0.01985252,1
634,162,91,2018-01-12,0.8516643955616119,1
635,176,94,2018-01-12,2.5077800000000003,1
636,177,56,2018-01-12,3.0,1
637,178,82,2018-01-12,4.975387120000001,1
638,168,44,2018-01-12,3.5000000000000004,1
639,174,37,2018-01-13,14.581412040000002,1
640,179,95,2018-01-13,3.2078852600000003,1
641,179,95,2018-01-13,10.626007,1
642,179,95,2018-01-13,12.176895950000002,1
